frame	v.	frame（动词）	frame regularly
free	v.	free（动词）	free regularly
freeze	v.	freeze（动词）	freeze regularly
frighten	v.	frighten（动词）	frighten regularly
fulfill	v.	fulfill（动词）	fulfill regularly
function	v.	function（动词）	function regularly
fund	v.	fund（动词）	fund regularly
furnish	v.	furnish（动词）	furnish regularly
gain	v.	gain（动词）	gain regularly
gather	v.	gather（动词）	gather regularly
gaze	v.	gaze（动词）	gaze regularly
generate	v.	generate（动词）	generate regularly
get	v.	get（动词）	get regularly
give	v.	give（动词）	give regularly
glance	v.	glance（动词）	glance regularly
go	v.	go（动词）	go regularly
govern	v.	govern（动词）	govern regularly
grab	v.	grab（动词）	grab regularly
grade	v.	grade（动词）	grade regularly
graduate	v.	graduate（动词）	graduate regularly
grant	v.	grant（动词）	grant regularly
grasp	v.	grasp（动词）	grasp regularly
greet	v.	greet（动词）	greet regularly
grind	v.	grind（动词）	grind regularly
grow	v.	grow（动词）	grow regularly
guarantee	v.	guarantee（动词）	guarantee regularly
guard	v.	guard（动词）	guard regularly
guess	v.	guess（动词）	guess regularly
guide	v.	guide（动词）	guide regularly
handle	v.	handle（动词）	handle regularly
hang	v.	hang（动词）	hang regularly
happen	v.	happen（动词）	happen regularly
harm	v.	harm（动词）	harm regularly
harvest	v.	harvest（动词）	harvest regularly
hate	v.	hate（动词）	hate regularly
have	v.	have（动词）	have regularly
head	v.	head（动词）	head regularly
heal	v.	heal（动词）	heal regularly
hear	v.	hear（动词）	hear regularly
heat	v.	heat（动词）	heat regularly
help	v.	help（动词）	help regularly
hesitate	v.	hesitate（动词）	hesitate regularly
hide	v.	hide（动词）	hide regularly
highlight	v.	highlight（动词）	highlight regularly
hire	v.	hire（动词）	hire regularly
hit	v.	hit（动词）	hit regularly
hold	v.	hold（动词）	hold regularly
honor	v.	honor（动词）	honor regularly
hook	v.	hook（动词）	hook regularly
hope	v.	hope（动词）	hope regularly
host	v.	host（动词）	host regularly
house	v.	house（动词）	house regularly
hug	v.	hug（动词）	hug regularly
hunt	v.	hunt（动词）	hunt regularly
hurry	v.	hurry（动词）	hurry regularly
hurt	v.	hurt（动词）	hurt regularly
identify	v.	identify（动词）	identify regularly
ignore	v.	ignore（动词）	ignore regularly
illustrate	v.	illustrate（动词）	illustrate regularly
imagine	v.	imagine（动词）	imagine regularly
implement	v.	implement（动词）	implement regularly
imply	v.	imply（动词）	imply regularly
import	v.	import（动词）	import regularly
impose	v.	impose（动词）	impose regularly
impress	v.	impress（动词）	impress regularly
improve	v.	improve（动词）	improve regularly
include	v.	include（动词）	include regularly
incorporate	v.	incorporate（动词）	incorporate regularly
increase	v.	increase（动词）	increase regularly
indicate	v.	indicate（动词）	indicate regularly
induce	v.	induce（动词）	induce regularly
indulge	v.	indulge（动词）	indulge regularly
infer	v.	infer（动词）	infer regularly
influence	v.	influence（动词）	influence regularly
inform	v.	inform（动词）	inform regularly
inherit	v.	inherit（动词）	inherit regularly
initiate	v.	initiate（动词）	initiate regularly
inject	v.	inject（动词）	inject regularly
injure	v.	injure（动词）	injure regularly
innovate	v.	innovate（动词）	innovate regularly
input	v.	input（动词）	input regularly
insert	v.	insert（动词）	insert regularly
insist	v.	insist（动词）	insist regularly
inspect	v.	inspect（动词）	inspect regularly
inspire	v.	inspire（动词）	inspire regularly
install	v.	install（动词）	install regularly
instance	v.	instance（动词）	instance regularly
instruct	v.	instruct（动词）	instruct regularly
insult	v.	insult（动词）	insult regularly
integrate	v.	integrate（动词）	integrate regularly
intend	v.	intend（动词）	intend regularly
interact	v.	interact（动词）	interact regularly
interest	v.	interest（动词）	interest regularly
interfere	v.	interfere（动词）	interfere regularly
interpret	v.	interpret（动词）	interpret regularly
interrupt	v.	interrupt（动词）	interrupt regularly
intervene	v.	intervene（动词）	intervene regularly
interview	v.	interview（动词）	interview regularly
introduce	v.	introduce（动词）	introduce regularly
invade	v.	invade（动词）	invade regularly
invent	v.	invent（动词）	invent regularly
invest	v.	invest（动词）	invest regularly
investigate	v.	investigate（动词）	investigate regularly
invite	v.	invite（动词）	invite regularly
involve	v.	involve（动词）	involve regularly
isolate	v.	isolate（动词）	isolate regularly
issue	v.	issue（动词）	issue regularly
join	v.	join（动词）	join regularly
joke	v.	joke（动词）	joke regularly
judge	v.	judge（动词）	judge regularly
jump	v.	jump（动词）	jump regularly
justify	v.	justify（动词）	justify regularly
keep	v.	keep（动词）	keep regularly
kick	v.	kick（动词）	kick regularly
kill	v.	kill（动词）	kill regularly
kiss	v.	kiss（动词）	kiss regularly
knock	v.	knock（动词）	knock regularly
know	v.	know（动词）	know regularly
label	v.	label（动词）	label regularly
lack	v.	lack（动词）	lack regularly
land	v.	land（动词）	land regularly
last	v.	last（动词）	last regularly
laugh	v.	laugh（动词）	laugh regularly
launch	v.	launch（动词）	launch regularly
lay	v.	lay（动词）	lay regularly
lead	v.	lead（动词）	lead regularly
lean	v.	lean（动词）	lean regularly
learn	v.	learn（动词）	learn regularly
leave	v.	leave（动词）	leave regularly
lend	v.	lend（动词）	lend regularly
let	v.	let（动词）	let regularly
level	v.	level（动词）	level regularly
liberate	v.	liberate（动词）	liberate regularly
lie	v.	lie（动词）	lie regularly
lift	v.	lift（动词）	lift regularly
light	v.	light（动词）	light regularly
like	v.	like（动词）	like regularly
limit	v.	limit（动词）	limit regularly
link	v.	link（动词）	link regularly
list	v.	list（动词）	list regularly
listen	v.	listen（动词）	listen regularly
live	v.	live（动词）	live regularly
load	v.	load（动词）	load regularly
loan	v.	loan（动词）	loan regularly
locate	v.	locate（动词）	locate regularly
lock	v.	lock（动词）	lock regularly
log	v.	log（动词）	log regularly
look	v.	look（动词）	look regularly
lose	v.	lose（动词）	lose regularly
love	v.	love（动词）	love regularly
lower	v.	lower（动词）	lower regularly
maintain	v.	maintain（动词）	maintain regularly
make	v.	make（动词）	make regularly
manage	v.	manage（动词）	manage regularly
manifest	v.	manifest（动词）	manifest regularly
manufacture	v.	manufacture（动词）	manufacture regularly
map	v.	map（动词）	map regularly
march	v.	march（动词）	march regularly
mark	v.	mark（动词）	mark regularly
market	v.	market（动词）	market regularly
marry	v.	marry（动词）	marry regularly
match	v.	match（动词）	match regularly
matter	v.	matter（动词）	matter regularly
mean	v.	mean（动词）	mean regularly
measure	v.	measure（动词）	measure regularly
meet	v.	meet（动词）	meet regularly
melt	v.	melt（动词）	melt regularly
mention	v.	mention（动词）	mention regularly
merge	v.	merge（动词）	merge regularly
merit	v.	merit（动词）	merit regularly
mind	v.	mind（动词）	mind regularly
mine	v.	mine（动词）	mine regularly
mingle	v.	mingle（动词）	mingle regularly
miss	v.	miss（动词）	miss regularly
mix	v.	mix（动词）	mix regularly
mobilize	v.	mobilize（动词）	mobilize regularly
model	v.	model（动词）	model regularly
modify	v.	modify（动词）	modify regularly
monitor	v.	monitor（动词）	monitor regularly
motivate	v.	motivate（动词）	motivate regularly
mount	v.	mount（动词）	mount regularly
move	v.	move（动词）	move regularly
multiply	v.	multiply（动词）	multiply regularly
murder	v.	murder（动词）	murder regularly
name	v.	name（动词）	name regularly
narrow	v.	narrow（动词）	narrow regularly
need	v.	need（动词）	need regularly
neglect	v.	neglect（动词）	neglect regularly
negotiate	v.	negotiate（动词）	negotiate regularly
nest	v.	nest（动词）	nest regularly
net	v.	net（动词）	net regularly
nod	v.	nod（动词）	nod regularly
nominate	v.	nominate（动词）	nominate regularly
note	v.	note（动词）	note regularly
notice	v.	notice（动词）	notice regularly
notify	v.	notify（动词）	notify regularly
obey	v.	obey（动词）	obey regularly
object	v.	object（动词）	object regularly
observe	v.	observe（动词）	observe regularly
obtain	v.	obtain（动词）	obtain regularly
occupy	v.	occupy（动词）	occupy regularly
occur	v.	occur（动词）	occur regularly
offer	v.	offer（动词）	offer regularly
offset	v.	offset（动词）	offset regularly
omit	v.	omit（动词）	omit regularly
open	v.	open（动词）	open regularly
operate	v.	operate（动词）	operate regularly
oppose	v.	oppose（动词）	oppose regularly
opt	v.	opt（动词）	opt regularly
optimize	v.	optimize（动词）	optimize regularly
order	v.	order（动词）	order regularly
organize	v.	organize（动词）	organize regularly
orient	v.	orient（动词）	orient regularly
originate	v.	originate（动词）	originate regularly
outline	v.	outline（动词）	outline regularly
overcome	v.	overcome（动词）	overcome regularly
overlook	v.	overlook（动词）	overlook regularly
owe	v.	owe（动词）	owe regularly
own	v.	own（动词）	own regularly
pack	v.	pack（动词）	pack regularly
paint	v.	paint（动词）	paint regularly
pair	v.	pair（动词）	pair regularly
panic	v.	panic（动词）	panic regularly
parade	v.	parade（动词）	parade regularly
parallel	v.	parallel（动词）	parallel regularly
pardon	v.	pardon（动词）	pardon regularly
park	v.	park（动词）	park regularly
part	v.	part（动词）	part regularly
participate	v.	participate（动词）	participate regularly
pass	v.	pass（动词）	pass regularly
paste	v.	paste（动词）	paste regularly
pat	v.	pat（动词）	pat regularly
pause	v.	pause（动词）	pause regularly
pay	v.	pay（动词）	pay regularly
perform	v.	perform（动词）	perform regularly
permit	v.	permit（动词）	permit regularly
persist	v.	persist（动词）	persist regularly
persuade	v.	persuade（动词）	persuade regularly
pick	v.	pick（动词）	pick regularly
picture	v.	picture（动词）	picture regularly
place	v.	place（动词）	place regularly
plan	v.	plan（动词）	plan regularly
plant	v.	plant（动词）	plant regularly
play	v.	play（动词）	play regularly
please	v.	please（动词）	please regularly
plot	v.	plot（动词）	plot regularly
plug	v.	plug（动词）	plug regularly
point	v.	point（动词）	point regularly
polish	v.	polish（动词）	polish regularly
pollute	v.	pollute（动词）	pollute regularly
pool	v.	pool（动词）	pool regularly
pop	v.	pop（动词）	pop regularly
pose	v.	pose（动词）	pose regularly
possess	v.	possess（动词）	possess regularly
post	v.	post（动词）	post regularly
pour	v.	pour（动词）	pour regularly
practise	v.	practise（动词）	practise regularly
praise	v.	praise（动词）	praise regularly
pray	v.	pray（动词）	pray regularly
preach	v.	preach（动词）	preach regularly
precede	v.	precede（动词）	precede regularly
predict	v.	predict（动词）	predict regularly
prefer	v.	prefer（动词）	prefer regularly
prepare	v.	prepare（动词）	prepare regularly
present	v.	present（动词）	present regularly
preserve	v.	preserve（动词）	preserve regularly
preside	v.	preside（动词）	preside regularly
press	v.	press（动词）	press regularly
pretend	v.	pretend（动词）	pretend regularly
prevent	v.	prevent（动词）	prevent regularly
print	v.	print（动词）	print regularly
proceed	v.	proceed（动词）	proceed regularly
process	v.	process（动词）	process regularly
produce	v.	produce（动词）	produce regularly
program	v.	program（动词）	program regularly
progress	v.	progress（动词）	progress regularly
prohibit	v.	prohibit（动词）	prohibit regularly
project	v.	project（动词）	project regularly
promise	v.	promise（动词）	promise regularly
promote	v.	promote（动词）	promote regularly
prompt	v.	prompt（动词）	prompt regularly
propose	v.	propose（动词）	propose regularly
protect	v.	protect（动词）	protect regularly
protest	v.	protest（动词）	protest regularly
prove	v.	prove（动词）	prove regularly
provide	v.	provide（动词）	provide regularly
provoke	v.	provoke（动词）	provoke regularly
publish	v.	publish（动词）	publish regularly
pull	v.	pull（动词）	pull regularly
pump	v.	pump（动词）	pump regularly
punish	v.	punish（动词）	punish regularly
purchase	v.	purchase（动词）	purchase regularly
pursue	v.	pursue（动词）	pursue regularly
push	v.	push（动词）	push regularly
put	v.	put（动词）	put regularly
qualify	v.	qualify（动词）	qualify regularly
question	v.	question（动词）	question regularly
quit	v.	quit（动词）	quit regularly
quote	v.	quote（动词）	quote regularly
race	v.	race（动词）	race regularly
raise	v.	raise（动词）	raise regularly
range	v.	range（动词）	range regularly
rank	v.	rank（动词）	rank regularly
rate	v.	rate（动词）	rate regularly
reach	v.	reach（动词）	reach regularly
react	v.	react（动词）	react regularly
read	v.	read（动词）	read regularly
realize	v.	realize（动词）	realize regularly
reason	v.	reason（动词）	reason regularly
receive	v.	receive（动词）	receive regularly
recognize	v.	recognize（动词）	recognize regularly
recommend	v.	recommend（动词）	recommend regularly
record	v.	record（动词）	record regularly
recover	v.	recover（动词）	recover regularly
recruit	v.	recruit（动词）	recruit regularly
reduce	v.	reduce（动词）	reduce regularly
refer	v.	refer（动词）	refer regularly
reflect	v.	reflect（动词）	reflect regularly
refuse	v.	refuse（动词）	refuse regularly
regard	v.	regard（动词）	regard regularly
register	v.	register（动词）	register regularly
regret	v.	regret（动词）	regret regularly
regulate	v.	regulate（动词）	regulate regularly
reject	v.	reject（动词）	reject regularly
relate	v.	relate（动词）	relate regularly
relax	v.	relax（动词）	relax regularly
release	v.	release（动词）	release regularly
rely	v.	rely（动词）	rely regularly
remain	v.	remain（动词）	remain regularly
remark	v.	remark（动词）	remark regularly
remember	v.	remember（动词）	remember regularly
remind	v.	remind（动词）	remind regularly
remove	v.	remove（动词）	remove regularly
render	v.	render（动词）	render regularly
renew	v.	renew（动词）	renew regularly
rent	v.	rent（动词）	rent regularly
repair	v.	repair（动词）	repair regularly
repeat	v.	repeat（动词）	repeat regularly
replace	v.	replace（动词）	replace regularly
reply	v.	reply（动词）	reply regularly
report	v.	report（动词）	report regularly
represent	v.	represent（动词）	represent regularly
request	v.	request（动词）	request regularly
require	v.	require（动词）	require regularly
rescue	v.	rescue（动词）	rescue regularly
research	v.	research（动词）	research regularly
reserve	v.	reserve（动词）	reserve regularly
resign	v.	resign（动词）	resign regularly
resist	v.	resist（动词）	resist regularly
resolve	v.	resolve（动词）	resolve regularly
respond	v.	respond（动词）	respond regularly
rest	v.	rest（动词）	rest regularly
restore	v.	restore（动词）	restore regularly
restrict	v.	restrict（动词）	restrict regularly
result	v.	result（动词）	result regularly
resume	v.	resume（动词）	resume regularly
retain	v.	retain（动词）	retain regularly
retire	v.	retire（动词）	retire regularly
retreat	v.	retreat（动词）	retreat regularly
return	v.	return（动词）	return regularly
reveal	v.	reveal（动词）	reveal regularly
review	v.	review（动词）	review regularly
revise	v.	revise（动词）	revise regularly
reward	v.	reward（动词）	reward regularly
rid	v.	rid（动词）	rid regularly
ride	v.	ride（动词）	ride regularly
ring	v.	ring（动词）	ring regularly
rise	v.	rise（动词）	rise regularly
risk	v.	risk（动词）	risk regularly
rob	v.	rob（动词）	rob regularly
roll	v.	roll（动词）	roll regularly
root	v.	root（动词）	root regularly
rotate	v.	rotate（动词）	rotate regularly
round	v.	round（动词）	round regularly
rub	v.	rub（动词）	rub regularly
ruin	v.	ruin（动词）	ruin regularly
rule	v.	rule（动词）	rule regularly
run	v.	run（动词）	run regularly
rush	v.	rush（动词）	rush regularly
sail	v.	sail（动词）	sail regularly
satisfy	v.	satisfy（动词）	satisfy regularly
save	v.	save（动词）	save regularly
say	v.	say（动词）	say regularly
scan	v.	scan（动词）	scan regularly
scare	v.	scare（动词）	scare regularly
scatter	v.	scatter（动词）	scatter regularly
schedule	v.	schedule（动词）	schedule regularly
score	v.	score（动词）	score regularly
scream	v.	scream（动词）	scream regularly
seal	v.	seal（动词）	seal regularly
search	v.	search（动词）	search regularly
seat	v.	seat（动词）	seat regularly
see	v.	see（动词）	see regularly
seek	v.	seek（动词）	seek regularly
seem	v.	seem（动词）	seem regularly
select	v.	select（动词）	select regularly
sell	v.	sell（动词）	sell regularly
send	v.	send（动词）	send regularly
sense	v.	sense（动词）	sense regularly
separate	v.	separate（动词）	separate regularly
serve	v.	serve（动词）	serve regularly
set	v.	set（动词）	set regularly
settle	v.	settle（动词）	settle regularly
shake	v.	shake（动词）	shake regularly
shape	v.	shape（动词）	shape regularly
share	v.	share（动词）	share regularly
shift	v.	shift（动词）	shift regularly
shine	v.	shine（动词）	shine regularly
ship	v.	ship（动词）	ship regularly
shock	v.	shock（动词）	shock regularly
shoot	v.	shoot（动词）	shoot regularly
shop	v.	shop（动词）	shop regularly
show	v.	show（动词）	show regularly
shrink	v.	shrink（动词）	shrink regularly
shut	v.	shut（动词）	shut regularly
sigh	v.	sigh（动词）	sigh regularly
sign	v.	sign（动词）	sign regularly
signal	v.	signal（动词）	signal regularly
simplify	v.	simplify（动词）	simplify regularly
sing	v.	sing（动词）	sing regularly
sink	v.	sink（动词）	sink regularly
sit	v.	sit（动词）	sit regularly
sketch	v.	sketch（动词）	sketch regularly
ski	v.	ski（动词）	ski regularly
skip	v.	skip（动词）	skip regularly
sleep	v.	sleep（动词）	sleep regularly
slide	v.	slide（动词）	slide regularly
slip	v.	slip（动词）	slip regularly
slow	v.	slow（动词）	slow regularly
smell	v.	smell（动词）	smell regularly
smile	v.	smile（动词）	smile regularly
smoke	v.	smoke（动词）	smoke regularly
snap	v.	snap（动词）	snap regularly
snow	v.	snow（动词）	snow regularly
solve	v.	solve（动词）	solve regularly
sort	v.	sort（动词）	sort regularly
sound	v.	sound（动词）	sound regularly
spare	v.	spare（动词）	spare regularly
speak	v.	speak（动词）	speak regularly
specialize	v.	specialize（动词）	specialize regularly
specify	v.	specify（动词）	specify regularly
speed	v.	speed（动词）	speed regularly
spell	v.	spell（动词）	spell regularly
spend	v.	spend（动词）	spend regularly
spin	v.	spin（动词）	spin regularly
split	v.	split（动词）	split regularly
spoil	v.	spoil（动词）	spoil regularly
spot	v.	spot（动词）	spot regularly
spread	v.	spread（动词）	spread regularly
spring	v.	spring（动词）	spring regularly
squeeze	v.	squeeze（动词）	squeeze regularly
stabilize	v.	stabilize（动词）	stabilize regularly
stack	v.	stack（动词）	stack regularly
staff	v.	staff（动词）	staff regularly
stage	v.	stage（动词）	stage regularly
stand	v.	stand（动词）	stand regularly
star	v.	star（动词）	star regularly
start	v.	start（动词）	start regularly
state	v.	state（动词）	state regularly
stay	v.	stay（动词）	stay regularly
steal	v.	steal（动词）	steal regularly
steam	v.	steam（动词）	steam regularly
step	v.	step（动词）	step regularly
stick	v.	stick（动词）	stick regularly
stimulate	v.	stimulate（动词）	stimulate regularly
stir	v.	stir（动词）	stir regularly
stop	v.	stop（动词）	stop regularly
store	v.	store（动词）	store regularly
strain	v.	strain（动词）	strain regularly
stress	v.	stress（动词）	stress regularly
stretch	v.	stretch（动词）	stretch regularly
strike	v.	strike（动词）	strike regularly
strip	v.	strip（动词）	strip regularly
strive	v.	strive（动词）	strive regularly
structure	v.	structure（动词）	structure regularly
struggle	v.	struggle（动词）	struggle regularly
study	v.	study（动词）	study regularly
submit	v.	submit（动词）	submit regularly
substitute	v.	substitute（动词）	substitute regularly
succeed	v.	succeed（动词）	succeed regularly
suffer	v.	suffer（动词）	suffer regularly
suggest	v.	suggest（动词）	suggest regularly
suit	v.	suit（动词）	suit regularly
sum	v.	sum（动词）	sum regularly
summarize	v.	summarize（动词）	summarize regularly
supply	v.	supply（动词）	supply regularly
support	v.	support（动词）	support regularly
suppose	v.	suppose（动词）	suppose regularly
suppress	v.	suppress（动词）	suppress regularly
surprise	v.	surprise（动词）	surprise regularly
surround	v.	surround（动词）	surround regularly
survive	v.	survive（动词）	survive regularly
suspect	v.	suspect（动词）	suspect regularly
suspend	v.	suspend（动词）	suspend regularly
sustain	v.	sustain（动词）	sustain regularly
swallow	v.	swallow（动词）	swallow regularly
swap	v.	swap（动词）	swap regularly
swear	v.	swear（动词）	swear regularly
sweep	v.	sweep（动词）	sweep regularly
swim	v.	swim（动词）	swim regularly
swing	v.	swing（动词）	swing regularly
switch	v.	switch（动词）	switch regularly
symbolize	v.	symbolize（动词）	symbolize regularly
take	v.	take（动词）	take regularly
talk	v.	talk（动词）	talk regularly
tap	v.	tap（动词）	tap regularly
target	v.	target（动词）	target regularly
taste	v.	taste（动词）	taste regularly
tax	v.	tax（动词）	tax regularly
teach	v.	teach（动词）	teach regularly
tear	v.	tear（动词）	tear regularly
tell	v.	tell（动词）	tell regularly
tend	v.	tend（动词）	tend regularly
term	v.	term（动词）	term regularly
test	v.	test（动词）	test regularly
thank	v.	thank（动词）	thank regularly
think	v.	think（动词）	think regularly
threaten	v.	threaten（动词）	threaten regularly
throw	v.	throw（动词）	throw regularly
tie	v.	tie（动词）	tie regularly
tighten	v.	tighten（动词）	tighten regularly
tip	v.	tip（动词）	tip regularly
tire	v.	tire（动词）	tire regularly
touch	v.	touch（动词）	touch regularly
tour	v.	tour（动词）	tour regularly
trace	v.	trace（动词）	trace regularly
track	v.	track（动词）	track regularly
trade	v.	trade（动词）	trade regularly
train	v.	train（动词）	train regularly
transfer	v.	transfer（动词）	transfer regularly
transform	v.	transform（动词）	transform regularly
translate	v.	translate（动词）	translate regularly
transmit	v.	transmit（动词）	transmit regularly
transport	v.	transport（动词）	transport regularly
trap	v.	trap（动词）	trap regularly
travel	v.	travel（动词）	travel regularly
treat	v.	treat（动词）	treat regularly
tremble	v.	tremble（动词）	tremble regularly
trend	v.	trend（动词）	trend regularly
trial	v.	trial（动词）	trial regularly
trick	v.	trick（动词）	trick regularly
trigger	v.	trigger（动词）	trigger regularly
trim	v.	trim（动词）	trim regularly
trip	v.	trip（动词）	trip regularly
triumph	v.	triumph（动词）	triumph regularly
trust	v.	trust（动词）	trust regularly
try	v.	try（动词）	try regularly
tune	v.	tune（动词）	tune regularly
turn	v.	turn（动词）	turn regularly
twist	v.	twist（动词）	twist regularly
type	v.	type（动词）	type regularly
undergo	v.	undergo（动词）	undergo regularly
understand	v.	understand（动词）	understand regularly
undertake	v.	undertake（动词）	undertake regularly
undo	v.	undo（动词）	undo regularly
unify	v.	unify（动词）	unify regularly
unite	v.	unite（动词）	unite regularly
unlock	v.	unlock（动词）	unlock regularly
update	v.	update（动词）	update regularly
upgrade	v.	upgrade（动词）	upgrade regularly
upload	v.	upload（动词）	upload regularly
upset	v.	upset（动词）	upset regularly
urge	v.	urge（动词）	urge regularly
use	v.	use（动词）	use regularly
utilize	v.	utilize（动词）	utilize regularly
utter	v.	utter（动词）	utter regularly
vacate	v.	vacate（动词）	vacate regularly
validate	v.	validate（动词）	validate regularly
value	v.	value（动词）	value regularly
vanish	v.	vanish（动词）	vanish regularly
vary	v.	vary（动词）	vary regularly
venture	v.	venture（动词）	venture regularly
verify	v.	verify（动词）	verify regularly
view	v.	view（动词）	view regularly
violate	v.	violate（动词）	violate regularly
visit	v.	visit（动词）	visit regularly
visualize	v.	visualize（动词）	visualize regularly
voice	v.	voice（动词）	voice regularly
volunteer	v.	volunteer（动词）	volunteer regularly
vote	v.	vote（动词）	vote regularly
wage	v.	wage（动词）	wage regularly
wait	v.	wait（动词）	wait regularly
wake	v.	wake（动词）	wake regularly
walk	v.	walk（动词）	walk regularly
wander	v.	wander（动词）	wander regularly
want	v.	want（动词）	want regularly
warn	v.	warn（动词）	warn regularly
wash	v.	wash（动词）	wash regularly
waste	v.	waste（动词）	waste regularly
watch	v.	watch（动词）	watch regularly
wave	v.	wave（动词）	wave regularly
weaken	v.	weaken（动词）	weaken regularly
wear	v.	wear（动词）	wear regularly
weave	v.	weave（动词）	weave regularly
weep	v.	weep（动词）	weep regularly
weigh	v.	weigh（动词）	weigh regularly
welcome	v.	welcome（动词）	welcome regularly
win	v.	win（动词）	win regularly
wind	v.	wind（动词）	wind regularly
wipe	v.	wipe（动词）	wipe regularly
wish	v.	wish（动词）	wish regularly
withdraw	v.	withdraw（动词）	withdraw regularly
witness	v.	witness（动词）	witness regularly
wonder	v.	wonder（动词）	wonder regularly
work	v.	work（动词）	work regularly
worry	v.	worry（动词）	worry regularly
wrap	v.	wrap（动词）	wrap regularly
write	v.	write（动词）	write regularly
yield	v.	yield（动词）	yield regularly
academy	n.	academy（名词）	the academy
accommodation	n.	accommodation（名词）	the accommodation
acid	n.	acid（名词）	the acid
acquaintance	n.	acquaintance（名词）	the acquaintance
acquisition	n.	acquisition（名词）	the acquisition
actor	n.	actor（名词）	the actor
actress	n.	actress（名词）	the actress
admission	n.	admission（名词）	the admission
advertisement	n.	advertisement（名词）	the advertisement
affection	n.	affection（名词）	the affection
algorithm	n.	algorithm（名词）	the algorithm
alliance	n.	alliance（名词）	the alliance
allowance	n.	allowance（名词）	the allowance
altitude	n.	altitude（名词）	the altitude
ambassador	n.	ambassador（名词）	the ambassador
ancestor	n.	ancestor（名词）	the ancestor
anniversary	n.	anniversary（名词）	the anniversary
announcement	n.	announcement（名词）	the announcement
appetite	n.	appetite（名词）	the appetite
apple	n.	apple（名词）	the apple
arch	n.	arch（名词）	the arch
asset	n.	asset（名词）	the asset
attorney	n.	attorney（名词）	the attorney
awareness	n.	awareness（名词）	the awareness
beach	n.	beach（名词）	the beach
beam	n.	beam（名词）	the beam
bean	n.	bean（名词）	the bean
beverage	n.	beverage（名词）	the beverage
bias	n.	bias（名词）	the bias
blanket	n.	blanket（名词）	the blanket
brick	n.	brick（名词）	the brick
buyer	n.	buyer（名词）	the buyer
cabinet	n.	cabinet（名词）	the cabinet
calculation	n.	calculation（名词）	the calculation
calendar	n.	calendar（名词）	the calendar
carbon	n.	carbon（名词）	the carbon
clinic	n.	clinic（名词）	the clinic
combination	n.	combination（名词）	the combination
conviction	n.	conviction（名词）	the conviction
corporation	n.	corporation（名词）	the corporation
correction	n.	correction（名词）	the correction
danger	n.	danger（名词）	the danger
data	n.	data（名词）	the data
database	n.	database（名词）	the database
date	n.	date（名词）	the date
daughter	n.	daughter（名词）	the daughter
day	n.	day（名词）	the day
deadline	n.	deadline（名词）	the deadline
death	n.	death（名词）	the death
debt	n.	debt（名词）	the debt
decade	n.	decade（名词）	the decade
decision	n.	decision（名词）	the decision
decoration	n.	decoration（名词）	the decoration
defence	n.	defence（名词）	the defence
deficit	n.	deficit（名词）	the deficit
definition	n.	definition（名词）	the definition
degree	n.	degree（名词）	the degree
delivery	n.	delivery（名词）	the delivery
democracy	n.	democracy（名词）	the democracy
demonstration	n.	demonstration（名词）	the demonstration
department	n.	department（名词）	the department
departure	n.	departure（名词）	the departure
dependence	n.	dependence（名词）	the dependence
deposit	n.	deposit（名词）	the deposit
depression	n.	depression（名词）	the depression
depth	n.	depth（名词）	the depth
description	n.	description（名词）	the description
desk	n.	desk（名词）	the desk
destination	n.	destination（名词）	the destination
destruction	n.	destruction（名词）	the destruction
determination	n.	determination（名词）	the determination
development	n.	development（名词）	the development
device	n.	device（名词）	the device
devotion	n.	devotion（名词）	the devotion
diagram	n.	diagram（名词）	the diagram
dialect	n.	dialect（名词）	the dialect
dialogue	n.	dialogue（名词）	the dialogue
diamond	n.	diamond（名词）	the diamond
dictionary	n.	dictionary（名词）	the dictionary
difference	n.	difference（名词）	the difference
difficulty	n.	difficulty（名词）	the difficulty
dignity	n.	dignity（名词）	the dignity
dimension	n.	dimension（名词）	the dimension
dinner	n.	dinner（名词）	the dinner
direction	n.	direction（名词）	the direction
director	n.	director（名词）	the director
disability	n.	disability（名词）	the disability
disadvantage	n.	disadvantage（名词）	the disadvantage
disagreement	n.	disagreement（名词）	the disagreement
disaster	n.	disaster（名词）	the disaster
discount	n.	discount（名词）	the discount
discovery	n.	discovery（名词）	the discovery
discussion	n.	discussion（名词）	the discussion
disease	n.	disease（名词）	the disease
disorder	n.	disorder（名词）	the disorder
distance	n.	distance（名词）	the distance
distinction	n.	distinction（名词）	the distinction
distribution	n.	distribution（名词）	the distribution
district	n.	district（名词）	the district
division	n.	division（名词）	the division
doctor	n.	doctor（名词）	the doctor
document	n.	document（名词）	the document
dog	n.	dog（名词）	the dog
dollar	n.	dollar（名词）	the dollar
domain	n.	domain（名词）	the domain
door	n.	door（名词）	the door
dose	n.	dose（名词）	the dose
drama	n.	drama（名词）	the drama
drawback	n.	drawback（名词）	the drawback
drawer	n.	drawer（名词）	the drawer
drawing	n.	drawing（名词）	the drawing
driver	n.	driver（名词）	the driver
drug	n.	drug（名词）	the drug
duty	n.	duty（名词）	the duty
earth	n.	earth（名词）	the earth
earthquake	n.	earthquake（名词）	the earthquake
economy	n.	economy（名词）	the economy
edge	n.	edge（名词）	the edge
edition	n.	edition（名词）	the edition
editor	n.	editor（名词）	the editor
education	n.	education（名词）	the education
effect	n.	effect（名词）	the effect
efficiency	n.	efficiency（名词）	the efficiency
